Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Road No.,km,Municipality,Maintenance Region,Magisterial District,Analysis Date,Inspection Item,Activity,Position,Qty Budget,Unit Cost,Unit,Cost,U,Adj. U,RMax2,B/C,WorkYear
B0489,GOUKOU RIVER,Bridge,Bridge,11/14/2019,DR01568,48.33,Hessequa,,Garden Route (Eden),6/30/2022,08. Surfacing, 703. Traffic accommodation-Medium (10 000 - 40 000 vpd),AS,1.00,243470.00,LS,243470.00,2,4,4,2.00,3
B0489,GOUKOU RIVER,Bridge,Bridge,11/14/2019,DR01568,48.33,Hessequa,,Garden Route (Eden),6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,16.00,360.00,No,5760.00,2,4,4,69.00,1
B0489,GOUKOU RIVER,Bridge,Bridge,11/14/2019,DR01568,48.33,Hessequa,,Garden Route (Eden),6/30/2022,09. Superstructure Drainage, 653. Access-using scaffold (> 10 m),AS,4.00,8090.00,No,32360.00,2,4,4,12.00,2
B0489,GOUKOU RIVER,Bridge,Bridge,11/14/2019,DR01568,48.33,Hessequa,,Garden Route (Eden),6/30/2022,03. Waterway, 207. Clear debris,AS,300.00,790.00,m3,237000.00,2,4,4,2.00,3
B0489,GOUKOU RIVER,Bridge,Bridge,11/14/2019,DR01568,48.33,Hessequa,,Garden Route (Eden),6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,400.00,790.00,L,316000.00,2,4,4,1.00,3
B0489,GOUKOU RIVER,Bridge,Bridge,11/14/2019,DR01568,48.33,Hessequa,,Garden Route (Eden),6/30/2022,09. Superstructure Drainage, 703. Traffic accommodation-Medium (10 000 - 40 000 vpd),AS,1.00,243470.00,LS,243470.00,2,4,4,2.00,3
B0489,GOUKOU RIVER,Bridge,Bridge,11/14/2019,DR01568,48.33,Hessequa,,Garden Route (Eden),6/30/2022,11. Parapet, 101. Apply protective coating,AS,25.00,510.00,m2,12750.00,2,4,4,31.00,1
B0489,GOUKOU RIVER,Bridge,Bridge,11/14/2019,DR01568,48.33,Hessequa,,Garden Route (Eden),6/30/2022,11. Parapet, 103. Clean concrete surface,AS,20.00,160.00,m2,3200.00,2,4,4,125.00,1
B0489,GOUKOU RIVER,Bridge,Bridge,11/14/2019,DR01568,48.33,Hessequa,,Garden Route (Eden),6/30/2022,08. Surfacing, 117. Repair concrete topping,AS,2.00,8090.00,m3,16180.00,2,4,4,25.00,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,06. Abutments, 202. Clean drainage,U2,25.00,160.00,m,4000.00,3,4,9,225.00,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,11. Parapet, 456. New pedestrian parapet,AS,30.00,5390.00,m,161700.00,2,4,4,2.00,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,11. Parapet, 103. Clean concrete surface,AS,1000.00,160.00,m2,160000.00,2,4,4,2.00,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,11. Parapet, 101. Apply protective coating,AS,1000.00,510.00,m2,510000.00,2,4,4,1.00,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,09. Superstructure Drainage, 702. Traffic accommodation-Low (< 10 000 vpd),AS,1.00,146090.00,LS,146090.00,3,4,9,6.00,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,06. Abutments, 207. Clear debris,U2,2.00,790.00,m3,1580.00,3,4,9,570.00,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,06. Abutments, 120. Seal cracks,U2,50.00,790.00,m,39500.00,3,4,9,23.00,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BU,AP",75.00,1290.00,m,96750.00,3,4,9,9.00,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,09. Superstructure Drainage, 354. Repair scuppers,AS,20.00,3280.00,No,65600.00,3,4,9,14.00,2
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,14. Piers & Columns, 120. Seal cracks,"P3,P4",40.00,790.00,m,31600.00,3,4,4,13.00,2
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,14. Piers & Columns, 108. Cut back reinforcement (tie rods) and make good,"P3,P4",10.00,240.00,No,2400.00,3,4,4,167.00,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),"P3,P4",250.00,790.00,L,197500.00,3,4,4,2.00,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,14. Piers & Columns, 207. Clear debris,"P3,P4",2.00,790.00,m3,1580.00,3,4,4,253.00,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,14. Piers & Columns, 654. Access-using scaffold (< 10 m),"P3,P4",4.00,4910.00,No,19640.00,3,4,4,20.00,2
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),BU,500.00,790.00,L,395000.00,3,4,9,2.00,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,"BU,AP",75.00,360.00,m,27000.00,3,4,9,33.00,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,11. Parapet, 462. Realign handrails,AS,30.00,3280.00,m,98400.00,2,4,4,4.00,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,17. Expansion Joints, 313. Repair concrete nosing,"BU,AP",25.00,3280.00,m,82000.00,3,4,9,11.00,2
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,17. Expansion Joints, 702. Traffic accommodation-Low (< 10 000 vpd),"BU,AP",1.00,146090.00,LS,146090.00,3,4,9,6.00,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,14. Piers & Columns, 702. Traffic accommodation-Low (< 10 000 vpd),"P3,P4",1.00,146090.00,LS,146090.00,3,4,4,3.00,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,07. Wing/ Retaining Walls, 309. Reinstate expansion gap,U2,25.00,16260.00,m,406500.00,3,4,9,2.00,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,11. Parapet, 651. Access-using hanging basket for outer surface,AS,1.00,32480.00,No,32480.00,2,4,4,12.00,2
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,06. Abutments, 309. Reinstate expansion gap,U2,25.00,16260.00,m,406500.00,3,4,9,2.00,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,06. Abutments, 654. Access-using scaffold (< 10 m),U2,2.00,4910.00,No,9820.00,3,4,9,92.00,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,06. Abutments, 702. Traffic accommodation-Low (< 10 000 vpd),U2,1.00,146090.00,LS,146090.00,3,4,9,6.00,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,07. Wing/ Retaining Walls, 101. Apply protective coating,U2,130.00,510.00,m2,66300.00,3,4,9,14.00,2
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,07. Wing/ Retaining Walls, 103. Clean concrete surface,U2,130.00,160.00,m2,20800.00,3,4,9,43.00,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,06. Abutments, 103. Clean concrete surface,U2,100.00,160.00,m2,16000.00,3,4,9,56.00,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,U2,30.00,790.00,m,23700.00,3,4,9,38.00,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,07. Wing/ Retaining Walls, 654. Access-using scaffold (< 10 m),U2,2.00,4910.00,No,9820.00,3,4,9,92.00,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,03. Waterway, 207. Clear debris,AS,200.00,790.00,m3,158000.00,3,4,4,3.00,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,06. Abutments, 101. Apply protective coating,U2,90.00,510.00,m2,45900.00,3,4,9,20.00,2
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,07. Wing/ Retaining Walls, 118. Repair spall (including honeycombing),U2,20.00,790.00,L,15800.00,3,4,9,57.00,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),AS,25.00,790.00,No,19750.00,3,4,4,20.00,2
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,07. Wing/ Retaining Walls, 702. Traffic accommodation-Low (< 10 000 vpd),U2,1.00,146090.00,LS,146090.00,3,4,9,6.00,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,20.00,3280.00,No,65600.00,3,4,9,14.00,2
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,40.00,360.00,No,14400.00,3,4,9,62.00,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,08. Surfacing, 702. Traffic accommodation-Low (< 10 000 vpd),AS,1.00,146090.00,LS,146090.00,2,4,1,1.00,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,08. Surfacing, 505. Shape surfacing at scuppers,AS,40.00,790.00,No,31600.00,2,4,1,3.00,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,08. Surfacing, 209. Clear siltation,AS,1.00,670.00,m3,670.00,2,4,1,149.00,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,03. Waterway, 405. Remove trees (girth > 500 mm),AS,50.00,3280.00,No,164000.00,3,4,4,2.00,3
B0495,BRIDGE OVER SANDRIVIER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.53,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,06. Abutments, 120. Seal cracks,U2,3.00,790.00,m,2370.00,2,4,4,169.00,1
B0495,BRIDGE OVER SANDRIVIER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.53,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,20. Decks and Slabs, 654. Access-using scaffold (< 10 m),S1,1.00,4910.00,No,4910.00,2,4,4,81.00,1
B0495,BRIDGE OVER SANDRIVIER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.53,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S1,30.00,790.00,L,23700.00,2,4,4,17.00,2
B0495,BRIDGE OVER SANDRIVIER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.53,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,18. Longitudinal Members, 953. Ad-hoc item (describe under Remarks),S1,4.00,1140.00,No,4560.00,2,4,1,22.00,1
B0495,BRIDGE OVER SANDRIVIER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.53,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 953. Ad-hoc item (describe under Remarks),S1,10.00,1140.00,No,11400.00,4,4,16,140.00,1
B0495,BRIDGE OVER SANDRIVIER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.53,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,04. Approach Embankment Protection Works, 156. Gabion (mattresses and boxes),U2,3.00,3280.00,m3,9840.00,4,4,9,91.00,1
B0495,BRIDGE OVER SANDRIVIER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.53,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,04. Approach Embankment Protection Works, 156. Gabion (mattresses and boxes),U2,1.00,3280.00,m3,3280.00,3,4,9,274.00,1
B0495,BRIDGE OVER SANDRIVIER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.53,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,03. Waterway, 953. Ad-hoc item (describe under Remarks),S1,10.00,1140.00,No,11400.00,2,4,4,35.00,1
B0495,BRIDGE OVER SANDRIVIER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.53,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,12.00,1010.00,m,12120.00,4,4,16,132.00,1
B0495,BRIDGE OVER SANDRIVIER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.53,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,01. Approach Embankment, 155. Earth backfill,U1,1.00,670.00,m3,670.00,4,4,9,1343.00,1
B0495,BRIDGE OVER SANDRIVIER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.53,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,18. Longitudinal Members, 953. Ad-hoc item (describe under Remarks),S1,4.00,1140.00,No,4560.00,2,4,1,22.00,1
B0495,BRIDGE OVER SANDRIVIER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.53,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,05. Abutment Foundations, 161. Underpinning (describe under Remarks),U1,3.00,81170.00,No,243510.00,3,4,9,4.00,3
B0496,BRIDGE OVER HEX RIVER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.38,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,12.00,3280.00,No,39360.00,3,4,4,10.00,3
B0496,BRIDGE OVER HEX RIVER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.38,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,20. Decks and Slabs, 654. Access-using scaffold (< 10 m),AS,1.00,4910.00,No,4910.00,3,4,4,81.00,1
B0496,BRIDGE OVER HEX RIVER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.38,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S1,15.00,790.00,L,11850.00,2,4,4,34.00,1
B0496,BRIDGE OVER HEX RIVER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.38,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 702. Traffic accommodation-Low (< 10 000 vpd),AS,1.00,146090.00,LS,146090.00,3,4,4,3.00,3
B0496,BRIDGE OVER HEX RIVER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.38,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 101. Apply protective coating,AS,40.00,510.00,m2,20400.00,2,4,4,20.00,2
B0496,BRIDGE OVER HEX RIVER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.38,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,10.00,360.00,No,3600.00,3,4,4,111.00,1
B0496,BRIDGE OVER HEX RIVER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.38,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),U2,15.00,790.00,L,11850.00,3,4,4,34.00,1
B0496,BRIDGE OVER HEX RIVER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.38,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,03. Waterway, 953. Ad-hoc item (describe under Remarks),AS,10.00,1140.00,No,11400.00,2,4,9,79.00,1
B0496,BRIDGE OVER HEX RIVER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.38,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,03. Waterway, 153. Backfill scour damage (rock),AS,140.00,5820.00,m3,814800.00,3,4,9,1.00,3
B0496,BRIDGE OVER HEX RIVER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.38,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,40.00,1010.00,m,40400.00,4,4,9,22.00,1
B0496,BRIDGE OVER HEX RIVER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.38,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,01. Approach Embankment, 504. Repair settlement (asphalt fill),BU,2.00,9730.00,m3,19460.00,3,4,4,21.00,2
B0496,BRIDGE OVER HEX RIVER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.38,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,50.00,790.00,L,39500.00,3,4,4,10.00,2
B0496,BRIDGE OVER HEX RIVER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.38,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,08. Surfacing, 209. Clear siltation,AS,1.00,670.00,m3,670.00,1,1,4,597.00,1
B0498,WELGEMOED RIVER CAUSEWAY,Bridge,Bridge,11/13/2019,DR01479+,0.76,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2.00,5700.00,No,11400.00,1,1,4,35.00,1
B0498,WELGEMOED RIVER CAUSEWAY,Bridge,Bridge,11/13/2019,DR01479+,0.76,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),BU,4.00,1140.00,No,4560.00,1,1,4,88.00,1
B0498,WELGEMOED RIVER CAUSEWAY,Bridge,Bridge,11/13/2019,DR01479+,0.76,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),"BU,S1",10.00,1140.00,No,0.00,0,0,4,9999999.00,1
B0499,WINTERHOEK RIVER,Bridge,Bridge,11/20/2019,DR01476+,0.19,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,03. Waterway, 207. Clear debris,P1,3.00,790.00,m3,2370.00,2,4,4,169.00,1
B0499,WINTERHOEK RIVER,Bridge,Bridge,11/20/2019,DR01476+,0.19,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,09. Superstructure Drainage, 206. Clear channel,AS,40.00,160.00,m,6400.00,1,1,1,16.00,2
B0499,WINTERHOEK RIVER,Bridge,Bridge,11/20/2019,DR01476+,0.19,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,5.00,790.00,L,3950.00,2,4,4,101.00,1
B0499,WINTERHOEK RIVER,Bridge,Bridge,11/20/2019,DR01476+,0.19,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BU,P1",15.00,1290.00,m,19350.00,1,1,1,5.00,3
B0501,KLEIN BERG RIVER,Bridge,Bridge,11/19/2019,DR01464+,0.88,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,10. Kerbs / Sidewalks, 120. Seal cracks,S1,1.00,790.00,m,790.00,1,1,4,506.00,1
B0501,KLEIN BERG RIVER,Bridge,Bridge,11/19/2019,DR01464+,0.88,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S2,1.00,790.00,L,790.00,1,1,1,127.00,1
B0501,KLEIN BERG RIVER,Bridge,Bridge,11/19/2019,DR01464+,0.88,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2.00,5700.00,No,11400.00,1,1,1,9.00,3
B0501,KLEIN BERG RIVER,Bridge,Bridge,11/19/2019,DR01464+,0.88,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,03. Waterway, 207. Clear debris,P1,2.00,790.00,m3,1580.00,1,1,1,63.00,1
B0501,KLEIN BERG RIVER,Bridge,Bridge,11/19/2019,DR01464+,0.88,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,08. Surfacing, 501. Crack seal (asphalt),"BU,AS",30.00,80.00,m,2400.00,2,4,4,167.00,1
B0501,KLEIN BERG RIVER,Bridge,Bridge,11/19/2019,DR01464+,0.88,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,20. Decks and Slabs, 551. Paint steelwork,AS,100.00,790.00,m2,79000.00,2,4,4,5.00,3
B0502,BUFFELS RIVER CAUSEWAY FRORISKRAAL,Bridge,Bridge Cellular,6/2/2020,DR01463,7.98,Laingsburg,Central Karoo,Central Karoo,6/30/2022,08. Guardrails, 455. New guardrail (single and double),BE,120.00,1010.00,m,121200.00,1,1,4,3.00,3
B0502,BUFFELS RIVER CAUSEWAY FRORISKRAAL,Bridge,Bridge Cellular,6/2/2020,DR01463,7.98,Laingsburg,Central Karoo,Central Karoo,6/30/2022,09. Parapets / Handrails, 118. Repair spall (including honeycombing),AC,20.00,790.00,L,15800.00,1,1,4,25.00,1
B0502,BUFFELS RIVER CAUSEWAY FRORISKRAAL,Bridge,Bridge Cellular,6/2/2020,DR01463,7.98,Laingsburg,Central Karoo,Central Karoo,6/30/2022,11. Top Slab, 120. Seal cracks,C1-C3,10.00,790.00,m,0.00,0,0,1,9999999.00,1
B0502,BUFFELS RIVER CAUSEWAY FRORISKRAAL,Bridge,Bridge Cellular,6/2/2020,DR01463,7.98,Laingsburg,Central Karoo,Central Karoo,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2.00,5700.00,No,11400.00,2,4,1,9.00,3
B0503,KROM RIVER,Bridge,Bridge,11/19/2019,DR01461+,0.72,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,03. Waterway, 207. Clear debris,"AP,AS",100.00,790.00,m3,0.00,0,0,4,9999999.00,1
B0503,KROM RIVER,Bridge,Bridge,11/19/2019,DR01461+,0.72,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BU,AP",40.00,1290.00,m,0.00,0,0,1,9999999.00,1
B0504,KLEIN BERG RIVER,Bridge,Bridge,11/19/2019,DR01461+,5.89,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),"P2,P3",40.00,790.00,L,31600.00,3,4,9,28.00,1
B0504,KLEIN BERG RIVER,Bridge,Bridge,11/19/2019,DR01461+,5.89,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,U1,1.00,5700.00,No,5700.00,1,1,1,18.00,2
B0504,KLEIN BERG RIVER,Bridge,Bridge,11/19/2019,DR01461+,5.89,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BU,AP",15.00,1290.00,m,19350.00,2,4,4,21.00,1
B0504,KLEIN BERG RIVER,Bridge,Bridge,11/19/2019,DR01461+,5.89,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,09. Superstructure Drainage, 206. Clear channel,AS,80.00,160.00,m,12800.00,1,1,1,8.00,3
B0504,KLEIN BERG RIVER,Bridge,Bridge,11/19/2019,DR01461+,5.89,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,03. Waterway, 207. Clear debris,P3,2.00,790.00,m3,1580.00,1,1,1,63.00,1
B0504,KLEIN BERG RIVER,Bridge,Bridge,11/19/2019,DR01461+,5.89,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),"S1,S2",10.00,790.00,L,7900.00,3,4,9,114.00,1
B0505,SCHAAP RIVER NO 2,Bridge,Bridge,11/11/2019,DR01458+,10.62,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,08. Surfacing, 502. Resurface or patch,"BU,S1",5.00,790.00,m2,0.00,0,0,4,9999999.00,1
B0505,SCHAAP RIVER NO 2,Bridge,Bridge,11/11/2019,DR01458+,10.62,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 104. Concrete (reinforced),S1,1.00,12990.00,m3,0.00,0,0,4,9999999.00,1
B0505,SCHAAP RIVER NO 2,Bridge,Bridge,11/11/2019,DR01458+,10.62,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 313. Repair concrete nosing,BU,20.00,3280.00,m,0.00,0,0,4,9999999.00,1
