Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Road No.,km,Municipality,Maintenance Region,Magisterial District,Analysis Date,Inspection Item,Activity,Position,Qty Budget,Unit Cost,Unit,Cost,U,Adj. U,RMax2,B/C,WorkYear
B0489,GOUKOU RIVER,Bridge,Bridge,11/14/2019,DR01568,48.33,Hessequa,,Garden Route (Eden),6/30/2022,08. Surfacing, 117. Repair concrete topping,AS,2,8090,m3,16180,2,4,4,25,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,06. Abutments, 202. Clean drainage,U2,25,160,m,4000,3,4,9,225,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,11. Parapet, 456. New pedestrian parapet,AS,30,5390,m,161700,2,4,4,2,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,11. Parapet, 103. Clean concrete surface,AS,1000,160,m2,160000,2,4,4,2,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,11. Parapet, 101. Apply protective coating,AS,1000,510,m2,510000,2,4,4,1,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,09. Superstructure Drainage, 702. Traffic accommodation-Low (< 10 000 vpd),AS,1,146090,LS,146090,3,4,9,6,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,06. Abutments, 207. Clear debris,U2,2,790,m3,1580,3,4,9,570,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,06. Abutments, 120. Seal cracks,U2,50,790,m,39500,3,4,9,23,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BU,AP",75,1290,m,96750,3,4,9,9,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,09. Superstructure Drainage, 354. Repair scuppers,AS,20,3280,No,65600,3,4,9,14,2
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,14. Piers & Columns, 120. Seal cracks,"P3,P4",40,790,m,31600,3,4,4,13,2
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,14. Piers & Columns, 108. Cut back reinforcement (tie rods) and make good,"P3,P4",10,240,No,2400,3,4,4,167,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),"P3,P4",250,790,L,197500,3,4,4,2,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,14. Piers & Columns, 207. Clear debris,"P3,P4",2,790,m3,1580,3,4,4,253,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,14. Piers & Columns, 654. Access-using scaffold (< 10 m),"P3,P4",4,4910,No,19640,3,4,4,20,2
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),BU,500,790,L,395000,3,4,9,2,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,"BU,AP",75,360,m,27000,3,4,9,33,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,11. Parapet, 462. Realign handrails,AS,30,3280,m,98400,2,4,4,4,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,17. Expansion Joints, 313. Repair concrete nosing,"BU,AP",25,3280,m,82000,3,4,9,11,2
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,17. Expansion Joints, 702. Traffic accommodation-Low (< 10 000 vpd),"BU,AP",1,146090,LS,146090,3,4,9,6,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,14. Piers & Columns, 702. Traffic accommodation-Low (< 10 000 vpd),"P3,P4",1,146090,LS,146090,3,4,4,3,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,07. Wing/ Retaining Walls, 309. Reinstate expansion gap,U2,25,16260,m,406500,3,4,9,2,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,11. Parapet, 651. Access-using hanging basket for outer surface,AS,1,32480,No,32480,2,4,4,12,2
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,06. Abutments, 309. Reinstate expansion gap,U2,25,16260,m,406500,3,4,9,2,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,06. Abutments, 654. Access-using scaffold (< 10 m),U2,2,4910,No,9820,3,4,9,92,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,06. Abutments, 702. Traffic accommodation-Low (< 10 000 vpd),U2,1,146090,LS,146090,3,4,9,6,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,07. Wing/ Retaining Walls, 101. Apply protective coating,U2,130,510,m2,66300,3,4,9,14,2
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,07. Wing/ Retaining Walls, 103. Clean concrete surface,U2,130,160,m2,20800,3,4,9,43,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,06. Abutments, 103. Clean concrete surface,U2,100,160,m2,16000,3,4,9,56,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,U2,30,790,m,23700,3,4,9,38,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,07. Wing/ Retaining Walls, 654. Access-using scaffold (< 10 m),U2,2,4910,No,9820,3,4,9,92,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,03. Waterway, 207. Clear debris,AS,200,790,m3,158000,3,4,4,3,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,06. Abutments, 101. Apply protective coating,U2,90,510,m2,45900,3,4,9,20,2
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,07. Wing/ Retaining Walls, 118. Repair spall (including honeycombing),U2,20,790,L,15800,3,4,9,57,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),AS,25,790,No,19750,3,4,4,20,2
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,07. Wing/ Retaining Walls, 702. Traffic accommodation-Low (< 10 000 vpd),U2,1,146090,LS,146090,3,4,9,6,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,20,3280,No,65600,3,4,9,14,2
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,40,360,No,14400,3,4,9,62,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,08. Surfacing, 702. Traffic accommodation-Low (< 10 000 vpd),AS,1,146090,LS,146090,2,4,1,1,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,08. Surfacing, 505. Shape surfacing at scuppers,AS,40,790,No,31600,2,4,1,3,3
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,08. Surfacing, 209. Clear siltation,AS,1,670,m3,670,2,4,1,149,1
B0491,VETTE RIVER AT RIVERSDALE,Bridge,Bridge,11/14/2019,DR01568,51.61,Hessequa,,Garden Route (Eden),6/30/2022,03. Waterway, 405. Remove trees (girth > 500 mm),AS,50,3280,No,164000,3,4,4,2,3
B0495,BRIDGE OVER SANDRIVIER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.53,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,06. Abutments, 120. Seal cracks,U2,3,790,m,2370,2,4,4,169,1
B0495,BRIDGE OVER SANDRIVIER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.53,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,20. Decks and Slabs, 654. Access-using scaffold (< 10 m),S1,1,4910,No,4910,2,4,4,81,1
B0495,BRIDGE OVER SANDRIVIER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.53,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S1,30,790,L,23700,2,4,4,17,2
B0495,BRIDGE OVER SANDRIVIER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.53,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,18. Longitudinal Members, 953. Ad-hoc item (describe under Remarks),S1,4,1140,No,4560,2,4,1,22,1
B0495,BRIDGE OVER SANDRIVIER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.53,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 953. Ad-hoc item (describe under Remarks),S1,10,1140,No,11400,4,4,16,140,1
B0495,BRIDGE OVER SANDRIVIER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.53,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,04. Approach Embankment Protection Works, 156. Gabion (mattresses and boxes),U2,3,3280,m3,9840,4,4,9,91,1
B0495,BRIDGE OVER SANDRIVIER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.53,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,04. Approach Embankment Protection Works, 156. Gabion (mattresses and boxes),U2,1,3280,m3,3280,3,4,9,274,1
B0495,BRIDGE OVER SANDRIVIER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.53,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,03. Waterway, 953. Ad-hoc item (describe under Remarks),S1,10,1140,No,11400,2,4,4,35,1
B0495,BRIDGE OVER SANDRIVIER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.53,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,12,1010,m,12120,4,4,16,132,1
B0495,BRIDGE OVER SANDRIVIER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.53,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,01. Approach Embankment, 155. Earth backfill,U1,1,670,m3,670,4,4,9,1343,1
B0495,BRIDGE OVER SANDRIVIER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.53,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,18. Longitudinal Members, 953. Ad-hoc item (describe under Remarks),S1,4,1140,No,4560,2,4,1,22,1
B0495,BRIDGE OVER SANDRIVIER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.53,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,05. Abutment Foundations, 161. Underpinning (describe under Remarks),U1,3,81170,No,243510,3,4,9,4,3
B0496,BRIDGE OVER HEX RIVER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.38,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,12,3280,No,39360,3,4,4,10,3
B0496,BRIDGE OVER HEX RIVER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.38,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,20. Decks and Slabs, 654. Access-using scaffold (< 10 m),AS,1,4910,No,4910,3,4,4,81,1
B0496,BRIDGE OVER HEX RIVER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.38,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S1,15,790,L,11850,2,4,4,34,1
B0496,BRIDGE OVER HEX RIVER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.38,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 702. Traffic accommodation-Low (< 10 000 vpd),AS,1,146090,LS,146090,3,4,4,3,3
B0496,BRIDGE OVER HEX RIVER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.38,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 101. Apply protective coating,AS,40,510,m2,20400,2,4,4,20,2
B0496,BRIDGE OVER HEX RIVER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.38,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,10,360,No,3600,3,4,4,111,1
B0496,BRIDGE OVER HEX RIVER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.38,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),U2,15,790,L,11850,3,4,4,34,1
B0496,BRIDGE OVER HEX RIVER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.38,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,03. Waterway, 953. Ad-hoc item (describe under Remarks),AS,10,1140,No,11400,2,4,9,79,1
B0496,BRIDGE OVER HEX RIVER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.38,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,03. Waterway, 153. Backfill scour damage (rock),AS,140,5820,m3,814800,3,4,9,1,3
B0496,BRIDGE OVER HEX RIVER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.38,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,40,1010,m,40400,4,4,9,22,1
B0496,BRIDGE OVER HEX RIVER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.38,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,01. Approach Embankment, 504. Repair settlement (asphalt fill),BU,2,9730,m3,19460,3,4,4,21,2
B0496,BRIDGE OVER HEX RIVER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.38,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,50,790,L,39500,3,4,4,10,2
B0496,BRIDGE OVER HEX RIVER AT MODDERDRIFT FARM,Bridge,Bridge,10/31/2019,DR01489+,0.38,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,08. Surfacing, 209. Clear siltation,AS,1,670,m3,670,1,1,4,597,1
B0498,WELGEMOED RIVER CAUSEWAY,Bridge,Bridge,11/13/2019,DR01479+,0.76,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2,5700,No,11400,1,1,4,35,1
B0498,WELGEMOED RIVER CAUSEWAY,Bridge,Bridge,11/13/2019,DR01479+,0.76,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),BU,4,1140,No,4560,1,1,4,88,1
B0498,WELGEMOED RIVER CAUSEWAY,Bridge,Bridge,11/13/2019,DR01479+,0.76,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),"BU,S1",10,1140,No,0,0,0,4,9999999,1
B0499,WINTERHOEK RIVER,Bridge,Bridge,11/20/2019,DR01476+,0.19,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,03. Waterway, 207. Clear debris,P1,3,790,m3,2370,2,4,4,169,1
B0499,WINTERHOEK RIVER,Bridge,Bridge,11/20/2019,DR01476+,0.19,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,09. Superstructure Drainage, 206. Clear channel,AS,40,160,m,6400,1,1,1,16,2
B0499,WINTERHOEK RIVER,Bridge,Bridge,11/20/2019,DR01476+,0.19,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,5,790,L,3950,2,4,4,101,1
B0499,WINTERHOEK RIVER,Bridge,Bridge,11/20/2019,DR01476+,0.19,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BU,P1",15,1290,m,19350,1,1,1,5,3
B0501,KLEIN BERG RIVER,Bridge,Bridge,11/19/2019,DR01464+,0.88,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,10. Kerbs / Sidewalks, 120. Seal cracks,S1,1,790,m,790,1,1,4,506,1
B0501,KLEIN BERG RIVER,Bridge,Bridge,11/19/2019,DR01464+,0.88,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S2,1,790,L,790,1,1,1,127,1
B0501,KLEIN BERG RIVER,Bridge,Bridge,11/19/2019,DR01464+,0.88,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2,5700,No,11400,1,1,1,9,3
B0501,KLEIN BERG RIVER,Bridge,Bridge,11/19/2019,DR01464+,0.88,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,03. Waterway, 207. Clear debris,P1,2,790,m3,1580,1,1,1,63,1
B0501,KLEIN BERG RIVER,Bridge,Bridge,11/19/2019,DR01464+,0.88,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,08. Surfacing, 501. Crack seal (asphalt),"BU,AS",30,80,m,2400,2,4,4,167,1
B0501,KLEIN BERG RIVER,Bridge,Bridge,11/19/2019,DR01464+,0.88,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,20. Decks and Slabs, 551. Paint steelwork,AS,100,790,m2,79000,2,4,4,5,3
B0502,BUFFELS RIVER CAUSEWAY FRORISKRAAL,Bridge,Bridge Cellular,6/2/2020,DR01463,7.98,Laingsburg,Central Karoo,Central Karoo,6/30/2022,08. Guardrails, 455. New guardrail (single and double),BE,120,1010,m,121200,1,1,4,3,3
B0502,BUFFELS RIVER CAUSEWAY FRORISKRAAL,Bridge,Bridge Cellular,6/2/2020,DR01463,7.98,Laingsburg,Central Karoo,Central Karoo,6/30/2022,09. Parapets / Handrails, 118. Repair spall (including honeycombing),AC,20,790,L,15800,1,1,4,25,1
B0502,BUFFELS RIVER CAUSEWAY FRORISKRAAL,Bridge,Bridge Cellular,6/2/2020,DR01463,7.98,Laingsburg,Central Karoo,Central Karoo,6/30/2022,11. Top Slab, 120. Seal cracks,C1-C3,10,790,m,0,0,0,1,9999999,1
B0502,BUFFELS RIVER CAUSEWAY FRORISKRAAL,Bridge,Bridge Cellular,6/2/2020,DR01463,7.98,Laingsburg,Central Karoo,Central Karoo,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5700,No,11400,2,4,1,9,3
B0503,KROM RIVER,Bridge,Bridge,11/19/2019,DR01461+,0.72,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,03. Waterway, 207. Clear debris,"AP,AS",100,790,m3,0,0,0,4,9999999,1
B0503,KROM RIVER,Bridge,Bridge,11/19/2019,DR01461+,0.72,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BU,AP",40,1290,m,0,0,0,1,9999999,1
B0504,KLEIN BERG RIVER,Bridge,Bridge,11/19/2019,DR01461+,5.89,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),"P2,P3",40,790,L,31600,3,4,9,28,1
B0504,KLEIN BERG RIVER,Bridge,Bridge,11/19/2019,DR01461+,5.89,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,U1,1,5700,No,5700,1,1,1,18,2
B0504,KLEIN BERG RIVER,Bridge,Bridge,11/19/2019,DR01461+,5.89,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BU,AP",15,1290,m,19350,2,4,4,21,1
B0504,KLEIN BERG RIVER,Bridge,Bridge,11/19/2019,DR01461+,5.89,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,09. Superstructure Drainage, 206. Clear channel,AS,80,160,m,12800,1,1,1,8,3
B0504,KLEIN BERG RIVER,Bridge,Bridge,11/19/2019,DR01461+,5.89,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,03. Waterway, 207. Clear debris,P3,2,790,m3,1580,1,1,1,63,1
B0504,KLEIN BERG RIVER,Bridge,Bridge,11/19/2019,DR01461+,5.89,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),"S1,S2",10,790,L,7900,3,4,9,114,1
B0505,SCHAAP RIVER NO 2,Bridge,Bridge,11/11/2019,DR01458+,10.62,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,08. Surfacing, 502. Resurface or patch,"BU,S1",5,790,m2,0,0,0,4,9999999,1
B0505,SCHAAP RIVER NO 2,Bridge,Bridge,11/11/2019,DR01458+,10.62,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 104. Concrete (reinforced),S1,1,12990,m3,0,0,0,4,9999999,1
B0505,SCHAAP RIVER NO 2,Bridge,Bridge,11/11/2019,DR01458+,10.62,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 313. Repair concrete nosing,BU,20,3280,m,0,0,0,4,9999999,1
B0505A,SCHAAP RIVER NO 1,Bridge,Bridge,11/11/2019,DR01458+,10.22,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,08. Surfacing, 502. Resurface or patch,"BU,S1",50,790,m2,39500,1,1,4,10,3
B0505A,SCHAAP RIVER NO 1,Bridge,Bridge,11/11/2019,DR01458+,10.22,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 104. Concrete (reinforced),S1,10,12990,m3,129900,1,1,4,3,3
B0505A,SCHAAP RIVER NO 1,Bridge,Bridge,11/11/2019,DR01458+,10.22,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 313. Repair concrete nosing,BU,16,3280,m,52480,1,1,4,8,3
B0506,WATERFALL RIVER,Bridge,Bridge,11/18/2019,DR01444+,2.61,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,03. Waterway, 953. Ad-hoc item (describe under Remarks),"P1,AS",100,1140,No,114000,1,1,4,4,3
B0506,WATERFALL RIVER,Bridge,Bridge,11/18/2019,DR01444+,2.61,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 465. Repair/replace handrail posts,S1,4,1660,No,6640,2,4,4,60,1
B0506,WATERFALL RIVER,Bridge,Bridge,11/18/2019,DR01444+,2.61,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 313. Repair concrete nosing,"BU,P1",12,3280,m,39360,2,4,4,10,3
B0506,WATERFALL RIVER,Bridge,Bridge,11/18/2019,DR01444+,2.61,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,08. Surfacing, 502. Resurface or patch,AS,50,790,m2,39500,1,1,4,10,3
B0506,WATERFALL RIVER,Bridge,Bridge,11/18/2019,DR01444+,2.61,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,10. Kerbs / Sidewalks, 120. Seal cracks,AS,10,790,m,7900,1,1,4,51,1
B0507,BRIDGE OVER HEX RIVER NEAR DE DOORNS,Bridge,Bridge,10/30/2019,DR01438+,0.6,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,AP",38,6540,m,248520,3,4,4,2,3
B0507,BRIDGE OVER HEX RIVER NEAR DE DOORNS,Bridge,Bridge,10/30/2019,DR01438+,0.6,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 702. Traffic accommodation-Low (< 10 000 vpd),"BU,AP",1,146090,LS,146090,3,4,4,3,3
B0507,BRIDGE OVER HEX RIVER NEAR DE DOORNS,Bridge,Bridge,10/30/2019,DR01438+,0.6,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,100,790,L,79000,3,4,9,11,2
B0507,BRIDGE OVER HEX RIVER NEAR DE DOORNS,Bridge,Bridge,10/30/2019,DR01438+,0.6,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,06. Abutments, 120. Seal cracks,U1,6,790,m,4740,3,4,4,84,1
B0507,BRIDGE OVER HEX RIVER NEAR DE DOORNS,Bridge,Bridge,10/30/2019,DR01438+,0.6,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,40,1010,m,40400,4,4,16,40,1
